id,subject,scene,quality,relevance,verified,script,objects,descriptions,actions,length,egocentric,charades_video
2A831EGO,ICRY,Kitchen,4,6,Yes,"A person is tidying up the kitchen, putting away some utensils on a shelf above the stove. The person drinks from a cup of coffee.",closet/cabinet;dish;door;glass;shelf,Untidy washbasin was kept clean by the people.The cupboard was opened and the things were arranged inside.Juice would be drink by the person.,c118 22.00 31.20;c107 22.10 31.20;c106 25.90 31.10;c113 6.00 11.40;c120 18.50 23.30;c119 18.50 23.80;c081 14.80 19.80;c006 18.70 25.20;c112 18.70 25.20;c110 22.30 28.00;c120 4.70 24.50;c119 6.30 17.50,29.17,Yes,WKU7H
92BRJEGO,ECGS,Living room,7,7,Yes,A person is sitting on the sofa. The person pushes their homework aside and begins snuggling into their blanket.,blanket;book;pillow;sofa/couch,SITTING,c032 0.00 13.30;c122 21.30 30.83;c078 25.00 30.83;c073 10.50 17.40;c116 0.00 12.50;c071 0.00 13.60;c070 7.90 30.83;c117 0.00 12.60;c026 0.00 10.50;c115 0.00 12.50;c145 0.00 11.10;c123 0.00 12.90;c072 14.50 30.83,30.79,Yes,0H5VC
JD8W4EGO,4MNI,Bathroom,5,7,Yes,A person is in their bathroom reading a book. They stop and start tidying up. The phone falls. They attempt to fix the phone. They sweep then leave.,book;broom;doorway;floor;phone/camera;shelf,A person is looking at a book in front of a mirror. They tidy up then drop something from the bathroom sink area. They also use a broom for a short amount of time as well.,c099 26.20 30.29;c097 30.90 30.29;c017 18.50 24.40;c028 7.30 15.30;c127 24.60 30.29;c102 24.90 30.29;c018 10.40 21.20;c032 0.00 8.50;c082 0.00 17.60;c026 0.00 11.10;c015 14.10 30.00,34.92,Yes,FQDS1
2XAVSEGO,OUKK,Hallway,5,7,Yes,"A person is standing in their hallway, while undressing by taking their jacket off. They are smiling and laughing because they see a funny picture on their desk.",clothes;laptop;picture,A man undresses in a doorway while laughing and then stands and holds the clothes while looking at a picture on a desk.,c155 0.00 15.60;c000 9.70 19.00;c149 0.00 21.12;c051 8.40 14.10;c002 8.30 14.00;c152 0.00 6.00;c088 0.00 21.12;c085 13.70 21.12,21.17,Yes,WFUK2
DIMPBEGO,U259,Laundry room,4,1,No,"A person turns on the light in the laundry room, puts a blanket into the washing machine and pours in some detergent.  They then close the lid of the machine and start washing the blanket.",blanket;clothes;doorway;light;towel,a man walks through a doorway and places come close in the washer,c104 2.90 7.90;c005 10.60 18.00;c033 10.80 15.40;c001 10.30 15.30;c000 9.80 16.10;c097 3.70 9.90;c034 5.30 11.60;c036 5.60 10.90;c004 5.70 10.40;c071 10.80 15.70;c004 10.80 16.70;c097 0.00 8.20;c034 8.30 15.20;c036 8.20 15.20;c035 7.80 15.60,18.33,Yes,L8HMR
5ZYUEEGO,3L0S,Entryway (A hall that is generally located at the entrance of a house),7,7,Yes,"A person is tidying a doorknob, then throws their phone on the sofa in the study.",closet/cabinet;door;paper;phone/camera,"A person opens a door, removes a paper from the front of it, then closes it, and places the paper on a table.",c017 18.70 21.21;c008 0.00 8.00;c140 0.30 15.80;c007 0.30 15.80;c141 0.00 8.30;c015 0.70 9.80;c113 2.00 15.50;c114 0.60 11.30;c018 3.90 19.00,25.67,Yes,8VVHR
UDFQ8EGO,XXN8,Living room,4,6,Yes,A person is lying on a sofa snuggled with a blanket in the living room. The person sits and opens a bottle of water and pours in a cup and take medicine.,blanket;clothes;food;glass;medicine;pillow;sofa;water,"A person walking over to a couch with a blanket, taking a drink and medicine then leaving the room.",c072 0.00 21.50;c110 13.20 18.40;c129 10.00 18.70;c107 9.10 16.50;c070 8.80 16.30;c078 8.80 14.30;c151 9.20 15.80;c146 9.50 14.00;c123 0.00 4.30;c154 15.60 20.50;c109 16.30 21.10;c156 15.10 20.30;c148 0.00 5.70;c150 0.00 2.90;c107 6.40 11.20;c070 0.00 5.70;c078 0.00 6.60;c151 0.00 3.80;c153 10.70 15.60;c122 0.90 6.40;c150 19.60 25.40,23.33,Yes,
90NB5EGO,RLWG,Kitchen,6,7,Yes,"A person is standing in front of the sink holding a sandwich.  The person eats the sandwich, then throws it in the garbage and turns off the light.",food;light;sandwich;sink,the person is eating something and walked towards the window in the kitchen,c068 3.00 24.90;c065 0.00 17.20;c062 0.00 17.00;c067 1.70 18.90;c105 4.50 14.10;c156 9.30 17.90;c061 13.20 20.60;c104 18.00 24.80,30.92,Yes,CO3LU
OHIKEEGO,3L0S,Kitchen,7,7,Yes,Person is smiling at picture on phone and drinking bottle of water.,cup/glass/bottle;mibile;phone/camera,STANDING,c016 0.00 31.33;c106 0.00 31.33;c152 0.00 31.33;c149 2.80 19.70;c015 3.80 14.20;c154 8.50 20.70,32.08,Yes,0YOXV
HKX9OEGO,U259,Bedroom,7,7,Yes,A person in lying on a pillow and then drinking a cup of coffee and eating a sandwich in a bedroom.,bed;bread;cup;food;phone/camera;pillow;sandwich,"A person lies on a bed, leans on a pillow, drinks from a cup, and eats bread.",c107 0.00 6.10;c106 2.70 7.60;c067 0.00 11.60;c015 0.00 26.08;c065 9.20 15.60;c134 6.10 14.10;c156 7.00 16.70;c069 0.00 10.00;c061 0.00 26.08,25.79,Yes,QRM8K
12JTCEGO,OUKK,Kitchen,7,6,Yes,A person walks into the pantry and throws some food on the shelf.  The person picks up a pile of dishes and tidies them up before leaving the room.,closet/cabinet;counter top/table;dish;food;groceries;shelf,"Person walks over to a kitchen counter top/table. Person takes food items and dishes off the counter top/table and places them in the cabinet on the shelf. Person tidies the cabinet shelf, then closes the cabinet door. Person walks away.",c112 18.90 21.58;c130 1.70 12.40;c081 5.50 11.10;c114 2.30 21.58;c082 0.40 19.60;c119 17.20 21.58;c061 0.80 11.20;c062 2.90 8.70;c118 9.10 21.50;c063 0.00 6.10,26.62,Yes,BWZL2
QOD1XEGO,2CJ3,Entryway (A hall that is generally located at the entrance of a house),5,7,Yes,A person puts a cup of coffee onto the table. The person takes a picture of the cup.,cup;floor;food;phone;table,"A person walks into the hallway with a cup then sits it on a table and picks up a phone. A person stoops down in front of a table and takes a picture of a cup, sets the camera on the table then stands up.",c087 17.50 28.00;c107 0.00 13.20;c015 9.40 15.30;c061 5.90 11.80;c016 17.00 23.20;c062 1.80 28.40;c125 22.00 32.08;c154 4.70 23.70;c010 26.30 32.08;c106 26.30 32.08;c009 4.20 13.50;c015 16.30 32.08;c061 0.00 10.40;c016 20.70 32.08;c109 3.70 14.40,34.42,Yes,36VYU
RPDVDEGO,PCAA,Kitchen,6,6,Yes,"A person is pouring cereal into a bowl on the stove in the kitchen. When they finish, they move aside a stack of dishes and, taking the bowl in hand, cross to the fridge to get milk for their cereal.",bowl;box;cereal;dish;door;food;refrigerator;table,"This person poured cereal into a bowl that was sitting on top of the stove. He closed the box and sat it down on the table, crossed to the refrigerator and removed milk",c142 15.70 22.30;c008 13.10 19.50;c118 11.60 23.10;c009 9.00 14.60;c039 4.80 10.20;c154 18.00 23.21;c120 4.80 9.50;c152 20.80 23.21;c143 14.00 18.50;c044 0.00 5.60;c063 4.50 11.60;c041 0.00 5.50;c061 8.40 18.80;c119 6.40 14.30;c062 6.20 11.90;c156 5.30 12.30,23.42,Yes,
WWBKAEGO,F116,Living room,4,7,Yes,"The person drinking wine, was undressing a pillow, during a television program.",cup/glass/bottle;dish;pillow;sitting;sofa/couch;table,BOTTLES,c076 8.80 22.08;c109 6.10 12.00;c011 0.00 22.08;c009 22.70 22.08;c123 0.00 22.08;c107 0.60 6.90;c110 17.80 22.08;c106 19.00 22.08;c120 12.30 21.90;c119 16.20 22.08;c154 18.50 22.08,34.96,Yes,02CYP
GQTVQEGO,PCAA,Kitchen,6,7,Yes,A person is putting away groceries in a pantry. The person grabs a book which was on the shelf next to them and takes a picture of the book and a box before they run out of the pantry.,bag;box;closet/cabinet;cup/glass/bottle;dish;food;groceries;phone/camera;refrigerator;shelf;sink;table,"A person walks into a kitchen, grabs some items from cabinet and takes pictures of them.",c081 1.80 10.50;c114 1.10 22.60;c020 12.30 18.50;c042 15.50 23.90;c062 5.30 10.80;c018 13.30 18.50;c061 1.90 18.40;c015 11.30 25.60;c130 2.40 12.00;c040 2.40 7.60;c087 15.30 23.20;c150 19.30 26.30;c120 0.00 25.20;c043 0.00 12.50;c022 0.30 23.40;c113 19.80 26.58;c110 18.90 23.90;c019 19.60 25.30;c021 19.90 24.70;c119 7.80 23.90;c017 18.00 23.20;c061 2.40 8.90;c063 1.90 8.90;c015 13.50 19.90,25.00,Yes,
210SKEGO,EA2K,Kitchen,5,3,Yes,Person A is standing over the sink and turns on a nearby lamp.  Person B is tidying up the dishes next to Person A and then puts some cups into the cabinet.  Person B is pouring dirty contents of used cups into the sink.,closet/cabinet;cooked   in kitchen;cup/glass/bottle;dish;shelf,THE PERSON  COOKED  IN KITCHEN   THE PERSON   IS  STAND   NEAR,c106 4.80 35.67;c119 13.80 25.00;c112 23.40 30.30;c113 16.10 23.80;c109 26.10 35.67;c081 21.20 26.10,33.83,Yes,TQ9GQ
51T08EGO,P2J3,Entryway (A hall that is generally located at the entrance of a house),4,6,Yes,Person is opening door with groceries in hand. Another person is pouring coffee in cup.,bag;cup/glass/bottle;cups;dish;door;liquid,"A person pours liquid form one cup to another, another person walks thru a door holding a bag of something.",c107 0.00 32.08;c020 8.50 32.08;c118 10.60 32.08;c152 0.00 32.08;c097 9.00 25.40;c108 8.80 32.08;c097 7.20 17.50;c008 5.40 14.10,52.46,Yes,4LDRK
JP57YEGO,U259,Bedroom,7,7,Yes,"Person is sitting on floor reading book and drinking coffee, then starts talking on phone and sneezing.",book;floor;glass;phone,The person looked briefly at a booklet.  Then the person took a few sips of liquid.  And then the person used a cell phone.,c028 5.70 10.90;c015 15.60 24.75;c025 4.90 9.40;c032 0.00 9.00;c019 17.20 24.75;c125 0.00 24.75;c107 1.60 11.40;c153 0.30 15.20;c018 0.80 12.20;c019 1.80 10.20;c125 3.10 10.60;c106 5.00 15.00;c026 2.70 15.00,26.88,Yes,C1F1D
BX6UOEGO,DN1S,Bedroom,5,5,Yes,"A person is standing at the desk in the bedroom. Sitting, they begin taking off their clothes, looking up at the picture on the wall as they bend forward to unlace their shoes and pull them off easily.",chair;clothes;computer;desk;floor;laptop;shoe;table;television,"person is working on a computer, sits on a chair and start undressing, put the clothes on the table, then takes out the shoes and put them on the floor",c014 0.00 52.30;c051 0.00 52.30;c054 22.60 50.30;c001 21.90 29.90;c151 0.50 4.80;c053 6.00 51.80;c155 21.90 52.30;c058 28.90 52.30;c001 9.10 20.60;c053 22.60 42.20;c132 4.30 16.10;c155 9.80 25.10;c058 40.00 50.30;c001 2.30 13.60;c057 30.90 52.30;c059 5.80 52.30;c151 1.30 9.80,50.21,Yes,
2D565EGO,DN1S,Bedroom,7,7,Yes,"person is in the bedroom eating food from a plate that is on bed, the person is tidying the bedroom, put a laptop on the table, close some cabinets, hang a picture in a wall when finish the person grasp the vacuum to clean but it does not work, so sits on the floor and start fixing the vacuum.",bed;book;closet/cabinet;floor;food;picture;sandwich;shelf;shoe;sitting;vacuum,LAPTOP,c068 7.70 14.90;c086 34.30 46.60;c156 0.00 11.70;c151 70.70 58.46;c065 0.00 13.50;c054 17.30 25.50;c083 32.00 40.20;c084 33.90 44.30;c053 16.40 24.50;c061 4.40 14.90;c062 3.50 29.60;c112 44.90 55.80;c154 8.10 58.46;c081 27.90 37.90;c125 78.90 58.46;c127 10.40 21.80;c135 0.00 15.30;c058 14.10 26.40;c028 0.30 10.70;c138 39.40 58.46;c030 21.90 45.70;c133 21.50 37.90;c062 21.00 30.50;c067 4.00 14.90;c114 42.60 55.80;c154 0.00 8.00,91.88,Yes,
WC11XEGO,CCI9,Kitchen,6,1,No,One person stands drinking and laughing in the doorway as another person awakens with homework and a sandwich in front of them.,cup;dish;doorway;food;paper/notebook;plate;sandwich;table;towel,"One person is standing at doorway drinking from a cup,the other person is holding a plate and clean with a cloth with one hand.",c118 8.90 21.40;c067 8.10 21.00;c149 11.40 21.00;c061 0.00 30.58;c152 12.70 20.90;c154 0.00 30.58;c115 0.00 30.58;c156 0.00 3.00;c014 0.00 30.58;c012 0.00 9.40;c038 0.00 8.20;c067 0.00 30.58,31.96,Yes,PN4MI
Z2XCLEGO,T7C3,Kitchen,6,7,Yes,A person is taking off their shoes next to the front door. They begin to sneeze while putting them on the floor. Grasping a nearby rag they begin washing a window while taking a bite of a sandwhich.,chalkboard;dish;door;floor;food;plate;sandwich;shelf;shoe;towel;window,The person is taking off his shoes then grabbing a sandwich.  While the person is eating he is cleaning a chalkboard.,c035 12.00 17.50;c067 13.60 25.83;c120 11.60 18.90;c156 15.10 25.83;c091 17.10 25.83;c153 2.60 12.50;c065 13.60 21.90;c033 12.60 25.83;c063 13.60 22.00;c126 2.70 25.83;c038 24.70 25.83;c092 22.50 25.83;c082 19.20 25.83;c118 12.70 25.83;c126 0.00 4.50;c038 13.20 19.70;c092 16.90 25.40;c118 12.10 17.30;c061 14.80 25.83;c058 2.70 12.80;c057 2.10 11.40;c097 9.00 16.40;c069 12.90 19.10,29.42,Yes,
D750REGO,F116,Stairs,6,5,Yes,"One person standing on the stairs talking on the phone. A second person walks in, sneezes and climbs stairs eating sandwich.",food;phone;sandwich;stairs,A person sneezing on their way up the stairs as they pass another person on the phone.,c153 2.40 10.60;c156 1.80 13.60;c019 0.00 10.70;c065 0.30 10.00,15.58,Yes,43UDQ
JTHVMEGO,ECGS,Kitchen,7,7,Yes,"A person walks into the kitchen, sneezing. The person takes off their shoes, and grabs a tissue from a tissue box.",box;doorway;paper/notebook;shoe;table,A person walks into a kitchen and sneezes then takes off their shoes and puts them on a floor and takes a tissue out of a box off a table.,c054 21.10 26.60;c115 26.80 30.92;c056 13.30 20.20;c053 14.00 23.70;c117 25.00 30.92;c057 14.40 26.40;c153 1.20 15.30;c097 0.00 5.00;c054 12.70 26.60;c154 2.40 9.10;c044 26.70 30.92,33.62,Yes,9C5PT
Y3S83EGO,UN1T,Bedroom,3,7,Yes,The person ran into their bedroom with their homework. The person then placed the homework on the bed and took a glass from a surface. The person drank from the glass and then went to their homework to begin working on it.,bed;book;doorway;glass,"A person running from one room to another, throwing a notebook down, taking a drink and then writing in the notebook.",c115 0.00 9.20;c110 9.80 15.40;c116 4.80 10.00;c097 0.00 6.80;c026 0.00 9.60;c032 4.30 11.70;c145 20.90 21.62;c150 0.00 8.30;c106 9.40 20.50;c107 9.60 20.20;c117 0.00 10.00;c030 2.50 12.00;c106 6.60 15.50;c028 4.50 13.80;c107 4.50 13.70;c117 4.10 12.60,28.17,Yes,
C98LLEGO,P2J3,Stairs,6,7,Yes,A person is standing by the stairs while watching something on their phone. They begin drinking some coffee while also taking off their clothes.,clothes;cup;jacket;phone;stairs,"The person is standing at the foot of the stairs, texting on his phone and drinking from a cup. He sits the cup on the stairs, picks up his jacket and turns to walk away.",c015 0.00 28.70;c000 27.20 35.60;c016 0.00 25.50;c003 8.20 18.00;c107 8.20 18.00;c106 10.60 19.00;c155 8.60 19.00,33.58,Yes,538JV
DH38SEGO,T7C3,Bedroom,7,7,Yes,"person is in the bedroom lying on the floor fixing the door, when something in tv grab their attention and stands to watch the tv, sits on the bed and take a picture of the tv with the cellphone.",bed;door;floor;phone;television,the person is fixing the door knob and lied on the bed watching to his phone in his hand.,c135 36.40 30.92;c007 0.00 3.70;c154 30.00 30.92;c087 33.50 30.92;c015 25.10 30.92;c151 22.80 29.70;c125 7.30 16.30;c018 23.20 29.70;c132 10.00 16.10;c016 25.50 30.92;c134 11.80 18.70;c006 5.00 15.40;c140 0.00 4.70;c007 0.00 15.60;c124 0.00 17.90;c154 12.30 19.60;c140 0.10 30.92;c135 18.30 30.92;c007 6.50 30.92;c124 12.50 30.92;c154 16.80 30.92,41.29,Yes,
E9PV0EGO,OUKK,Living room,7,7,Yes,"A person is using a vacuum to clean the foor. Then the person is tidying the sofa, taking a bag from the couch and setting it on the floor.",bag;blanket;clothes;floor;pillow;sofa;vacuum,"A person on their knees vacuuming the rug, then standing up and tidying pillows on the couch.",c003 19.50 24.46;c079 10.30 15.00;c073 15.60 22.30;c154 6.00 11.80;c020 3.80 10.60;c075 17.70 24.46;c023 19.60 24.46;c022 22.00 24.46;c070 16.10 24.46;c125 0.00 12.70;c137 0.00 13.60;c071 18.90 24.46;c077 10.00 15.60,29.58,Yes,GKH4A
53H31EGO,3L0S,Bathroom,7,5,Yes,"A person runs into their bathroom and takes a small box out of their medicine cabinet. They close it and look in the mirror, running their fingers through their hair.",box;cabinet;hair;hand;medicine;mirror,This person is in the bathroom. She is probably looking into a mirror. She opens the cabinet and picks a cream like structure and while looking in the mirror she is caressing her hair.,c096 0.00 28.08;c144 11.00 28.08;c113 1.60 6.50;c040 6.10 12.00;c128 5.90 11.40;c112 2.30 11.20,37.58,Yes,CPZZ1
8H7CSEGO,71HI,Dining room,6,7,Yes,A person is sitting on a table in the dining room laughing loudly before jumping off the table and running to the closet to change clothes. Once they have changed clothes they grab the broom and begin sweeping.,bed;broom;clothes;floor;shelf;table,SITTING,c010 0.00 12.80;c102 50.60 47.17;c000 18.60 25.30;c001 21.30 27.60;c155 16.90 28.50;c081 21.00 29.00;c154 4.70 12.80;c148 29.10 47.17;c002 27.10 32.80;c152 0.00 9.60;c127 51.80 47.17;c099 48.60 47.17;c149 18.60 32.50,57.92,Yes,
TY0HVEGO,U259,Hallway,6,7,Yes,"As the person walked into the house carrying a bag of groceries, the person put the bag down on a chair and started thinking about cooking dinner.",bag;chair;doorway;groceries,A person carrying a bag walks through a doorway into a kitchen with other people. They place the bag in a chair and scratch their head while looking around the room as if they are confused about something.,c130 4.90 10.60;c097 0.00 4.20;c022 5.30 10.90;c130 11.90 17.29;c097 8.80 15.10;c022 1.10 7.30;c154 3.30 11.80;c020 3.80 10.30,18.42,Yes,EGNZB
3ZPFYEGO,DN1S,Bedroom,5,6,Yes,The person is laying on a bed in a bedroom and is just awakening from a nap. The person sits up then the person reaches for a cleaning cloth and mirror from a table beside the bed. The person then starts washing the mirror.,bed;mirror;rag;towel,"A person is stretching and getting up from bed, then picks up a rag and cleans a mirror.",c095 22.90 31.29;c133 9.00 19.90;c037 17.70 23.00;c154 19.80 25.30;c134 0.00 9.90;c038 23.10 31.29;c093 23.50 31.29;c146 0.00 17.80;c096 22.90 31.29,41.50,Yes,
Z71Q8EGO,OUKK,Basement (A room below the ground floor),5,7,Yes,"A person opens the basement door and walks in. The person grabs their phone and their shoes, and leaves.",box;cell phone;computer bag;door;phone/camera;shoe;stairs,"Person opens a door and goes through a doorway, walking down stairs and into a basement. Person picks up a cell phone and a computer bag from off a box. Person walks back up stairs and exits doorway, leaving door open.",c097 1.30 6.70;c056 15.20 26.79;c008 1.10 7.90;c018 11.40 26.79;c015 11.60 26.79;c053 15.60 26.79,34.38,Yes,XJU8U
8GKS4EGO,3L0S,Kitchen,5,6,Yes,A person pours a drink before going to stand by the door to take their medicine.,box;dish;food;glass;medicine;pitcher;water,"A person pours water from a picture in to a glass. The person then walks away as they take medication from a box. The person stops moving, then consumes the medication and drinks water.",c129 14.80 20.50;c120 1.00 5.80;c107 0.00 29.08;c108 0.00 5.20;c128 2.00 9.20;c106 16.80 28.20;c110 8.10 15.40;c156 1.30 19.30;c109 4.40 18.60;c061 3.30 8.40,28.83,Yes,VVMYX
1S5ISEGO,0KZ7,Bathroom,3,7,Yes,"person is in the bathroom lying in the floor playing with a camera taking pictures, then stands put the camera in a chair and grasp a towel that is hanging and put around the shoulders.",clothes;floor;phone;towel,"A person is lying on the floor playing with a camera then gets up, lays camera on a chair, AND PUTS ON A towel THAT WAS HANGING FROM A DOORKNOB.",c154 16.50 22.60;c015 0.00 7.10;c035 23.20 31.29;c087 6.20 16.90;c034 20.30 31.29;c148 25.20 31.29;c002 10.90 24.80;c154 18.30 31.29;c015 0.00 25.30;c124 0.00 27.20;c016 0.00 25.80,32.71,Yes,
IQ1MMEGO,BYF9,Bedroom,7,7,Yes,A person is sitting at a desk as they eat and drink coffee.,chair;desk;dish;food;glass;table,"A person is sitting at a desk, they begin to eat something then they get a glass and drink from it.",c059 0.00 31.33;c107 11.70 31.33;c156 0.50 31.33;c106 11.50 31.33;c009 0.00 31.33;c109 0.00 31.33;c061 0.00 31.33;c011 0.00 31.33;c120 4.10 13.80;c014 2.50 16.50;c118 3.10 14.90,31.83,Yes,O8S0J
I33MVEGO,U259,Kitchen,6,7,Yes,A person is putting clothes in the wardrobe. A person is standing at the sink washing dishes.,clothes;curtain;dish;shelf;utensils,The person were putting clothes to their wardrobe. Also the person is washing the dishes in the sink area.,c121 7.70 20.50;c082 0.00 9.50;c118 6.60 20.50;c001 0.00 10.00,20.92,Yes,AF8IH
W55JSEGO,U259,Pantry,7,7,Yes,A person walks into their pantry with a chair and the broom. They put the broom in the corner and sit on the chair and start cleaning the shelf.,broom;chair;counter;dish;shelf,A person walking into a kitchen sitting down and moving dishes on a counter.,c119 10.50 14.62;c151 6.10 13.70;c082 9.40 14.62;c059 8.30 14.62;c099 0.00 7.20;c098 0.00 9.00,17.96,Yes,D8BTU
RHZPNEGO,DN1S,Kitchen,5,6,Yes,The person is holding a cup of coffee. The person grasps a book from the table with the other hand and places the coffee down. The person then runs out of the kitchen with the book.,book;cup/glass/bottle;mug;table,"A person is drinking from a mug and picks up a book from a table, then leaves with the book",c026 15.50 28.20;c032 15.40 26.50;c009 18.00 22.50;c109 18.70 23.30;c030 13.50 19.80;c150 23.80 28.29;c028 20.10 27.50;c107 0.00 4.20;c029 16.20 23.10;c154 0.00 2.50;c110 0.00 22.50;c106 1.50 17.40;c107 1.70 21.30,27.12,Yes,
VH3LIEGO,ECGS,Living room,7,7,Yes,A person awakening from a nap on a sofa while holding a pillow walks over to the remote control.  Grasping the remote control the person turns on the television and starts watching a television program.,pillow;remote;sofa;television,"The person was laying on couch, gets up to grab the remote, turns the television on and sits back on couch to watch television.",c123 0.00 8.00;c079 0.60 14.60;c078 0.00 10.60;c146 0.00 6.60;c151 0.60 15.20;c154 5.80 24.00;c076 1.80 26.30;c132 13.20 31.46;c122 0.00 6.90,32.58,Yes,8NGDR
0LY87EGO,2Q9D,Closet / Walk-in closet / Spear closet,6,6,Yes,"A person is washing a glass. Smiling, they pull out a vacuum, and then begin washing it as well.",cleaning product;cup/glass/bottle;towel;vacuum,A person spray cleaner on a towel washes a glass with cleaner and towel then wipes off vacuum cleaner.,c111 0.00 12.60;c152 21.60 33.75;c038 20.60 33.75;c138 28.70 33.75;c035 0.00 6.00;c033 3.90 8.70,33.46,Yes,JP7V4
R1EXDEGO,M9HF,Kitchen,4,1,No,"Person is sitting on chair doing homework, Another person opening bag and starts sneezing.",bowl;counter;food;paper/notebook;spoon,"A person picks up a bowl from a counter, stirs something in it, pours it into a bigger bowl, then repeats the same actions.",c062 0.00 3.50;c147 10.20 25.12;c063 3.60 8.70;c115 0.00 25.12,29.62,Yes,3C36H
H4X4QEGO,YW2Y,Bedroom,7,2,Yes,A person is leaving a recreation room putting medicine in their mouth and drinking a glass of water.,chair;clothes;doorway;food;glass;medicine;sofa/couch,The person took something on the bed and drink something and started walking towards the door.,c152 11.90 38.80;c005 1.50 38.80;c097 31.50 39.00;c156 18.20 39.00;c151 0.00 39.00;c129 0.00 38.60;c123 0.00 39.00;c059 0.00 38.60;c154 0.00 39.00;c106 0.00 39.00;c152 7.80 17.90;c005 12.20 25.50;c097 9.30 18.80;c156 9.80 25.50,36.96,Yes,W5RC5
FVZISEGO,CCI9,Other,7,5,Yes,One person is throwing their homework while the other is laughing on the phone.,book;floor;hair;phone;towel,One person lifts a cellphone up to her ear while another throws something into a chair. One person then walks around the room.,c152 24.10 29.90;c144 22.70 28.70;c036 23.30 28.70;c019 0.00 30.58;c126 2.60 30.58;c059 24.70 30.58;c031 1.50 7.80;c018 0.00 3.50;c125 0.00 7.80;c115 0.00 4.60;c015 0.00 30.58;c019 1.80 13.80;c126 3.80 14.60;c059 3.70 14.90;c036 2.10 7.80,30.62,Yes,DP7KP
57S51EGO,UN1T,Living room,6,6,Yes,A person is closing a window and then sneezing while sweeping with a broom in a hallway.,broom;door;floor;glove;window,A person is standing with a broom in his hand.  The person is wearing one glove.  The person looks at the glove and reaches toward a window sill.  The person then turns and sweeps the floor.,c102 12.10 24.10;c127 6.20 19.60;c153 23.60 28.71;c092 0.00 10.20;c098 0.00 28.71;c007 0.00 15.00,29.62,Yes,9QVWC
5DZNREGO,ICRY,Bathroom,7,7,Yes,"A person is grasping a box. The person sets the box down onto the bed, opens it, looks inside, and closes it.",bed;box;doorway;toilet,The person bends down and grabs a box off from the toilet. They walk out of the bathroom into a bedroom and set the box down. They open the box and look inside.,c043 0.00 15.50;c042 12.90 19.80;c097 0.10 6.30;c040 0.00 7.60;c041 13.10 25.10,25.96,Yes,MZ9X7
3QIQFEGO,ROBJ,Kitchen,5,4,Yes,A person is seen putting groceries away sitting down. They begin opening bags and are startled when they begin pulling out dishes.,bag;dish;food;groceries;pan;shelf;table,The person is putting away items they brought in the room from two yellow bags.,c062 7.90 33.50;c118 31.50 35.38;c081 7.70 33.50;c020 0.00 11.50;c130 3.60 29.70;c022 5.00 12.60;c021 5.00 13.00;c120 0.00 26.00;c009 13.70 25.80;c063 14.30 34.10;c023 17.50 27.50;c119 15.60 25.80,38.67,Yes,5OB3W
53SXUEGO,PCAA,Hallway,5,7,Yes,"A person is throwing clothes onto the floor in the hallway. Smiling, they walk to the other side of the hallway and drag a chair over before sitting in the chair and beginning to bend to pick up and organize the clothes.",box;clothes;floor;hair,person enter running in the rom and throw clothes in the foor then sits on a chair and take the clothes from the floor and put them in a couch,c151 22.10 29.30;c000 2.70 12.30;c004 23.20 42.20;c002 29.10 42.83;c001 38.20 42.83;c150 0.00 36.60;c059 28.60 34.20;c152 11.40 16.10;c126 4.70 10.00;c154 37.10 42.83;c144 5.80 21.00;c146 9.60 20.50;c155 15.90 25.20;c060 22.10 34.40;c040 10.30 22.30;c126 6.30 13.40;c154 16.30 26.20;c003 5.60 14.80,44.62,Yes,
9NYYUEGO,ECGS,Living room,7,7,Yes,"A person is pouring a cup of coffee, then sneezing and finally taking medicine while snuggling with a blanket in a living room.",blanket;coffee pot;cup;medicine;pillow;sofa/couch;table;towel,The person sitting on the couch poured a cup of coffee and sneezed. The person then picked up a blanket and snuggled with it,c035 22.00 36.96;c078 16.50 30.00;c151 15.10 27.60;c154 14.40 28.00;c106 15.90 26.80;c011 0.00 36.96;c109 0.00 10.30;c070 22.00 36.96;c073 21.20 27.20;c123 0.00 36.96;c035 5.50 11.10;c153 11.00 16.00;c072 18.10 23.90;c009 18.50 22.90;c110 14.40 27.20;c033 21.60 30.80;c108 0.00 7.70;c128 26.80 34.70;c129 34.10 36.96;c107 0.00 9.90;c035 21.60 27.80;c153 14.50 19.90;c072 24.40 31.00;c009 5.30 12.00;c110 2.30 9.70,39.38,Yes,B4MNI
2HVFVEGO,ROBJ,Kitchen,,5,Yes,The person cooking on the stove is eating food and looking in the mirror.,dish;food;hair;lighter;mirror;pan;phone/camera;plate;stove,A person turned the fire on on a burner of a stove and lit it with a lighter.  Then they put a frying pan with food on it and began flipping the food with a spatula. They ate some they had already cooked.  Then they examined their mouth in a mirror.,c147 0.00 27.90;c118 24.60 36.58;c061 27.10 36.58;c096 39.10 36.58;c063 26.90 36.58;c015 1.20 20.40;c144 3.00 21.00;c062 3.70 21.70;c096 40.70 36.58;c156 29.20 36.58;c063 23.00 28.40,45.88,Yes,GH3D1
